belVita Bites Breakfast Biscuits Mini Chocolate ,"['Whole Grain Wheat Flour', ' Enriched Flour [Wheat Flour', ' Niacin', ' Reduced Iron', ' Thiamin Mononitrate (Vitamin B1)', ' Riboflavin (Vitamin B2)', ' Folic Acid]', ' Sugar', ' Canola Oil', ['(Sugar', ' Chocolate', ' Dextrose', ' Cocoa Butter', ' Soy Lecithin', ' Vanilla Extract'], ' Whole Grain Rolled Oats', ' Whole Grain Rye Flour', ' Cocoa', ' Chocolate', ' Baking Soda', ' Disodium Pyrophosphate', ' Salt', ' Soy Lecithin', ' Natural Flavor', ' Ferric Orthophosphate (Iron)', ' Niacinamide', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Riboflavin (Vitamin B2)', ' Thiamin Mononitrate (Vitamin B1).']",24
KIND Simple Crunch Granola Bars Oats & Honey ,"['Oats', ' Cane Sugar', ' Canola Oil', ' Honey', ' Tapioca Syrup', ' Sea Salt', ' Cinnamon.']",7
Reeses Puffs Treats Bars Peanut Butter And Cocoa ,"[['(Whole Grain Corn', ' Sugar', ' Reese�s Peanut Butter [Peanuts', ' Sugar', ' Monoglycerides', ' Peanut Oil', ' Salt', ' Molasses', ' Can Starch]', ' Dextrose', ' Corn Meal', ' Corn Syrup', ' Canola Oil', ' Salt', "" Hershey's Cocoa"", ' Caramel Color', ' Trisodium Phosphate', ' Natural Flavor. Vitamin E [Mixed Tocopherols] Added to Preserve Freshness. Vitamins and Minerals: Tricalcium Phosphate', ' Calcium Carbonate', ' Vitamin C [Sodium Ascorbate]', ' A B Vitamin [Niacinamide]', ' Zinc and Iron [Mineral Nutrients]', ' Vitamin B6 [Pyridoxine Hydrochloride]', ' Vitamin B2', ' [Riboflavin]', ' Vitamin B1 [Thiamin Mononitrate]', ' Vitamin A [Palmitate]', ' A B Vitamin [Folic Acid]', ' Vitamin B12', ' Vitamin D3', ''], ' Corn Syrup', ['(Rice Flour', ' Cocoa Processed with Alkali', ' Sugar', ' Barley Malt Extract', ' Salt', ' Caramel Color. BHT Added to Retain Freshness'], ' Sugar', ['(Peanuts', ' Sugar', ' Hydrogenated Vegetable Oil [Palm Kernel', ' Soybean Oil]', ' Corn Syrup Solids', ' Dextrose', ' Reduced Protein Whey', ' Salt', ' Palm Kernel Oil', ' Artificial Flavor', ' Soy Lecithin'], ' High Fructose Corn Syrup', ' Palm Kernel Oil', ' Partially Defatted Peanut Flour', ' Fructose', ' Canola Oil', ['(Peanuts', ' Sugar', ' Monoglycerides', ' Peanut Oil', ' Salt', ' Molasses', ' Corn Starch'], ' Calcium Carbonate', ' Peanut Flour', ' Maltodextrin', ' Salt', ' Peanut Butter', ' Sorbitol', ' Peanut Oil', ' Nonfat Dry Milk', ' Whey Powder', ' Soy Lecithin', ' Gelatin', ' Natural and Artificial Flavor.']",23
Signature SELECT Chewy Bars Protein Peanut Butter Dark Chocolate Flavored ,"['Roasted Peanuts', ' Soy Protein Isolate', ' Chicory Root Extract (Inulin)', ' Sugar', ['(Palm Kernel Oil', ' High Oleic Canola Oil', ' Peanut Oil'], ' Corn Syrup', ' Whey Protein Concentrate', ' Contains Less Than 2% of: Peanut Butter (Peanuts)', ' Vegetable Glycerin', ' Rice Starch', ' Cocoa (Processed with Alkali)', ' Chocolate Liquor', ' Salt', ' Water', ' Soy Lecithin', ' Nonfat Dry Milk', ' Cocoa Powder', ' Fructose', ' Cocoa Butter', ' Natural Flavors', ' Xanthan Gum', ' Mixed Tocopherols', ' Almond Flour.']",23
belVita Breakfast Biscuits Soft Baked Mixed Berry ,"[['(Cracked Buckwheat', ' Rolled Oats', ' Rye Flakes'], ['(Wheat Flour', ' Niacin', ' Reduced Iron', ' Thiamin Mononitrate [Vitamin B1]', ' Riboflavin [Vitamin B2]', ' Folic Acid'], ' Sugar', ' Canola Oil', ' Whole Grain Wheat Flour', ' Raisin Paste', ' Polydextrose', ' Wheat Starch', ' Glycerin', ' Invert Sugar', ' Dried Cranberries', ' Dried Blueberries', ' Cornstarch', ' Molasses', ' Baking Soda', ' Soy Lecithin', ' Salt', ' Dried Raspberries', ' Natural Flavor', ' Grape Juice Concentrate', ' Blueberry Juice Concentrate', ' Ferric Orthophosphate (Iron)', ' Niacinamide', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Riboflavin (Vitamin B2)', ' Thiamin Mononitrate (Vitamin B1).']",26
Rice Krispies Treats Crispy Marshmallow Squares Birthday Cake 14 Count ,"[['(Rice', ' Sugar', ' Salt', ' Malt Flavor', ' Niacinamide', ' Reduced Iron', ' Vitamin B2 [Riboflavin]', ' Folic Acid'], ' Sugar', ' Corn Syrup', ' Fructose', ['(Soybean', ' Palm', ' Palm Kernel and Hydrogenated Palm Kernel Oil with TBHQ for Freshness'], ' Corn Syrup Solids', ' Contains 2% or Less of Vegetable Glycerin', ' Dextrose', ' Nonfat Milk', ' Milk', ' Gelatin', ' Salt', ' Natural and Artificial Flavors', ' Cornstarch', ' Soy Lecithin', ' DATEM', ' Acetylated Monoglycerides', ' BHT for Freshness', ' Yellow 5', ' Red 40', ' Yellow 6', ' Blue 1', ' Carnauba Wax', ' Blue 2.']",24
Rice Krispies Treats Crispy Marshmallow Squares Original ,"[['(Rice', ' Sugar', ' Salt', ' Malt Flavoring', ' Niacinamide', ' Reduced Iron', ' Riboflavin [Vitamin B2]', ' Folic Acid'], ['(Corn Syrup', ' Sugar', ' Gelatin', ' Natural and Artificial Flavor'], ' Fructose', ['(Vegetable Oil [Soybean and Palm Oil with TBHQ for Freshness]', ' Water', ' Natural and Artificial Butter Flavor [Contains Milk]', ' DATEM', ' Acetylated Monoglycerides', ' BHT for Freshness', ' Vitamin A Palmitate', ' Vitamin D'], ' Corn Syrup Solids', ' Contains Two Percent or Less of Dextrose', ' Glycerin', ' Salt', ' Niacinamide', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Thiamin Hydrochloride (Vitamin B1)', ' Riboflavin (Vitamin B2)', ' Soy Lecithin.']",13
Nature Valley Oatmeal Squares Soft,"['Whole Grain Oats', ' Whole Grain Wheat Flour', ' Sugar', ' Canola Oil', ['(Sugar', ' Chocolate Liquor', ' Cocoa Butter', ' Soy Lecithin', ' Natural Flavor'], ' Tapioca Syrup', ' Dried Bananas', ' Vegetable Glycerin', ' Chicory Root Extract', ' Molasses', ' Raisin Juice Concentrate', ' Palm Kernel and Palm Oils', ' Baking Soda', ' Cocoa', ' Salt', ' Natural Flavor', ' Soy Lecithin', ' Whole Milk Solids', ' Egg White.']",19
Special K Pastry Crisps Brown Sugar Cinnamon 6 Count ,"[['(Wheat Flour', ' Niacin', ' Reduced Iron', ' Vitamin B1 [Thiamin Mononitrate]', ' Vitamin B2 [Riboflavin]', ' Folic Acid'], ' Sugar', ' Fructose', ' Vegetable Glycerin', ['(Soybean', ' Palm and/or Palm Kernel Oil'], ' Maltodextrin', ' Dextrose', ' Brown Sugar', ' Rice Flour. Contains 2% or Less of Modified Food Starch', ' Nonfat Milk', ' Invert Sugar', ['(Baking Soda', ' Sodium Acid Pyrophosphate', ' Monocalcium Phosphate'], ' Soy Lecithin', ' Reduced Minerals Whey', ' Fruit Juice for Color', ' Sodium Citrate', ' Salt', ' DATEM', ' Cornstarch', ' Cellulose Gel', ' Molasses', ' Cinnamon', ' Mono- and Diglycerides', ' Vegetable Juice for Color', ' Sodium Alginate', ' Cellulose Gum', ' Tricalcium Phosphate', ' Citric Acid', ' Malic Acid', ' Natural Flavors', ' Rosemary Extract for Freshness.']",31
Special K Pastry Crisps Blueberry 6 Count ,"[['(Wheat Flour', ' Niacin', ' Reduced Iron', ' Vitamin B1 [Thiamin Mononitrate]', ' Vitamin B2 [Riboflavin]', ' Folic Acid'], ' Sugar', ['(Soybean', ' Palm and/or Palm Kernel Oil'], ' Vegetable Glycerin', ' Maltodextrin', ' Fructose', ' Dextrose. Contains 2% or Less of Modified Food Starch', ' Apple Powder', ' Blueberry Puree Concentrate', ' Cornstarch', ' Nonfat Milk', ' Invert Sugar', ['(Baking Soda Sodium Acid Pyrophosphate', ' Monocalcium Phosphate'], ' Sodium Citrate', ' Soy Lecithin', ' Reduced Minerals Whey', ' DATEM', ' Salt', ' Natural Flavors', ' Cellulose Gel', ' Fruit Juice for Color', ' Vegetable Juice for Color', ' Citric Acid', ' Malic Acid', ' Cellulose Gum', ' Mono- and Diglycendes', ' Tricalcium Phosphate', ' Sodium Alginate', ' Rosemary Extract for Freshness.']",29
Golden Grahams Treats Bar Smores Chocolate Marshmallow ,"[['(Whole Grain Wheat', ' Corn Meal', ' Sugar', ' Brown Sugar Syrup', ' Canola Oil', ' Honey', ' Baking Soda', ' Salt', ' Dextrose', ' Trisodium Phosphate', ' Natural Flavor', ' Vitamins and Minerals: Calcium Carbonate', ' Vitamin C [Sodium Ascorbate]', ' Iron and Zinc [Mineral Nutrients]', ' a B Vitamin [Niacinamide]', ' Vitamin B6 [Pyridoxine Hydrochloride]', ' Vitamin B1 [Thiamin Mononitrate]', ' Vitamin A [Palmitate]', ' Vitamin B2', ' [Riboflavin]', ' a B Vitamin [Folic Acid]', ' Vitamin B12', ' Vitamin D3'], ['(Sugar', ' Fractionated Palm Kernel Oil', ' Nonfat Milk', ' Cocoa Processed with Alkali', ' Soy Lecithin', ' Natural Flavor'], ' Corn Syrup', ['(Sugar', ' Palm Kernel and/or Palm Oil', ' Cocoa Processed with Alkali', ' Nonfat Milk', ' Soy Lecithin', ' Vanilla Extract'], ' High Fructose Corn Syrup', ' Fructose', ['(Sugar', ' Corn Syrup', ' Modified Corn Starch', ' Gelatin', ' Natural and Artificial Flavor', ' Sodium Hexametaphosphate', ' Blue 1'], ' Canola Oil', ['(Rice Flour', ' Sugar', ' Barley Malt Extract', ' Salt', ' Caramel Color', ' Mixed Tocopherols Added to Preserve Freshness'], ' Sugar', ' Contains 2 % or Less of: Glycerin', ' Calcium Carbonate', ' Maltodextrin', ' Sorbitol', ' Water', ' Gelatin', ' Salt', ' Color', ' Soy Lecithin', ' Natural and Artificial Flavor.']",20
Rice Krispies Treats Crispy Marshmallow Squares Original Single Serve 40 Count ,"[['(Rice', ' Sugar', ' Salt', ' Malt Flavor', ' Niacinamide', ' Reduced Iron', ' Vitamin B2[Riboflavin]', ' Folic Acid'], ' Corn Syrup', ' Fructose', ' Vegetable Oil (Soybean and Palm Oil With TBHQ For Freshness)', ' Sugar', ' Corn Syrup Solids. Contains 2% or Less of Vegetable Glycerin', ' Dextrose', ' Gelatin', ' Natural and Artificial Flavors (Contains Milk)', ' Salt', ' Datem', ' Acetylated Monoglycerides', ' Soy Lecithin', ' Bht For Freshness.']",14
Kelloggs Homestyle Original Rice Krispies Treats ,"[['(Rice', ' Sugar', ' Salt', ' Malt Flavor', ' Niacinamide', ' Reduced Iron', ' Vitamin B2 [Riboflavin]', ' Folic Acid'], ' Corn Syrup', ' Fructose', ['(Corn Syrup', ' Sugar', ' Modified Food Starch', ' Gelatin'], ' Vegetable Oil (Soybean and Palm Oil with TBHQ for Freshness)', ' Sugar', ' Corn Syrup Solids', ' Contains 2% or Less of Vegetable Glycerin', ' Dextrose', ' Gelatin', ' Natural and Artificial Flavors (Contains Milk)', ' Salt', ' DATEM', ' Acetylated Monoglycerides', ' Soy Lecithin', ' BHT for Freshness.']",16
P1 Prtn Bars Strawberries Creme ,"['Chicory Root Extract', ' Soy Protein Isolate', ' Whey Protein Isolate', ' Maltitol', ' Maltitol Syrup', ' Milk Protein Isolate', ' Vegetable Glycerin', ' Palm Kernel and Palm Oil', ' Partially Hydrolyzed Milk Protein Isolate', ' Calcium Caseinate', ' Water', ' Soy Lecithin', ' Strawberry Powder', ' Nonfat Milk', ' Nonfat Milk Solids', ' Salt', ' Natural and Artificial Flavor', ' Lactic Acid', ' Malic Acid', ' Citric Acid', ' Stevia Extract', ['(Red 40', ' Yellow 6', ' Blue 1'], ').']",23
Natures Bakery Brownie Double Chocolate Chocolate ,"['Whole Wheat Flour', ' Cane Sugar Syrup', ' Date Paste', ' Canola Oil', ' Cocoa Powder (Processed with Alkali)', ' Cane Sugar', ['(Unsweetened Chocolate', ' Cane Sugar', ' Cocoa Butter'], ' Sea Salt', ' Flaxseed', ' Baking Soda.']",10
Nature Valley Biscuits With Almond Butter Value Pack ,"['Whole Grain Oats', ' Sugar', ' Almond Butter (Almonds)', ' Canola Oil', ' Tapioca Syrup', ' Whole Grain Barley Flakes', ' Palm Oil', ' Corn Starch', ' Honey', ' Cinnamon', ' Salt', ' Baking Soda', ' Cream', ' Natural Flavor.']",14
Kelloggs Homestyle Chocolate Rice Krispies Treats ,"[['(Rice', ' Sugar', ' Salt', ' Malt Flavor', ' Niacinamide', ' Reduced Iron', ' Vitamin B2 [Riboflavin]', ' Folic Acid'], ' Corn Syrup', ['(Corn Syrup', ' Sugar', ' Modified Food Starch', ' Gelatin'], ' Fructose', ' Vegetable Oil (Soybean and Palm Oil with TBHQ for Freshness)', ' Sugar', ' Chocolate', ' Corn Syrup Solids', ' Contains 2% or Less of Cocoa Processed with Alkali', ' Dextrose', ' Vegetable Glycerin', ' Nonfat Milk', ' Gelatin', ' Natural and Artificial Flavors', ' Salt', ' Acetylated Monoglycerides', ' DATEM', ' Soy Lecithin', ' BHT for Freshness.']",19
belVita Bites Breakfast Biscuits Cinnamon Brown Sugar ,"['Whole Grain Wheat Flour', ' Enriched Flour [Wheat Flour', ' Niacin', ' Reduced Iron', ' Thiamin Mononitrate (Vitamin B1)', ' Riboflavin (Vitamin B2)', ' Folic Acid]', ' Sugar', ' Canola Oil', ' Whole Grain Rye Flour', ' Brown Sugar', ' Whole Grain Rolled Oats', ' Invert Sugar', ' Malt Syrup (from Corn and Barley)', ' Soy Lecithin', ' Baking Soda', ' Cinnamon', ' Salt', ' Disodium Pyrophosphate', ' Natural Flavor', ' Ferric Orthophosphate (Iron)', ' Niacinamide', ' Molasses', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Riboflavin (Vitamin B2)', ' Thiamin Mononitrate (Vitamin B1).']",26
Fiber One Brownies 90 Calories Chocolate Chip Cookie Bar ,"['Chicory Root Extract', ' Erythritol', ' Wheat Flour Bleached', ['(Sugar', ' Chocolate Liquor', ' Cocoa Butter', ' Soy Lecithin', ' Natural Flavor'], ' Sugarcane Fiber', ' Vegetable Glycerin', ' Canola Oil', ' Polydextrose', ' Sorbitol', ' Calcium Caseinate', ' Palm Kernel and Palm Oil. Contains 2% or Less of: Whey Protein Concentrate', ' Egg White', ' Molasses', ['(Baking Soda', ' Sodium Aluminum Phosphate'], ' Cocoa', ' Salt', ' Natural Flavor', ' Soy Lecithin', ' Stevia Leaf Extract.']",19
Power Crunch Kids Snack Protein Peanut Butter Honey 5 Count Pack ,"[['(Micro Peptides from High-Dh Hydrolyzed Whey Protein [40% Di and Tripeptides]', ' Whey Protein Isolate', ' Milk Protein Isolate'], ['(Peanuts', ' Palm Oil', ' Salt'], ' Palm Oil', ' Palm Kernel Oil', ['(Wheat Flour', ' Malted Barley Flour', ' Niacin', ' Reduced Iron', ' Thiamine Mononitrate', ' Riboflavin', ' Folic Acid'], ' Sugar', ' Peanut Flour', ' Fructose', ' Natural Flavors', ' Corn Fiber', ' Soy Lecithin', ' Salt', ' Stevia Leaf Extract', ' Baking Soda', ' Ammonium Bicarbonate.']",15
belVita Breakfast Biscuits Vanilla Oat 5 Count ,"['Whole Grain Wheat Flour', ' Enriched Flour [Wheat Flour', ' Niacin', ' Reduced Iron', ' Thiamin Mononitrate (Vitamin B1)', ' Riboflavin (Vitamin B2)', ' Folic Acid]', ' Sugar', ' Canola Oil', ' Whole Grain Rolled Oats', ' Whole Grain Rye Flour', ' Baking Soda', ' Disodium Pyrophosphate', ' Salt', ' Soy Lecithin', ' DATEM', ' Natural Flavor', ' Ferric Orthophosphate (Iron)', ' Niacinamide', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Riboflavin (Vitamin B2)', ' Thiamin Mononitrate (Vitamin B1).']",22
Nature Valley Protein Bars Chewy Honey Peanut Almond ,"['Roasted Peanuts', ' Soy Protein Isolate', ' Almonds', ['(Sunflower Seeds', ' Sunflower Oil'], ' Chicory Root Extract', ' Sugar', ' Pumpkin Seeds Corn Syrup', ' Palm Kernel Oil', ' Fructose', ' Honey', ' Rice Starch', ' Vegetable Glycerin', ' Almond Butter', ' Corn Starch', ' Whey Protein Concentrate', ' Canola Oil', ' Salt', ' Soy Lecithin', ' Nonfat Dry Milk', ' Whey', ' Baking Soda', ' Natural Flavor.']",22
Rice Krispies Treats Crispy Marshmallow Squares Original Single Serve 8 Count ,"[['(Rice', ' Sugar', ' Salt', ' Malt Flavor', ' Niacinamide', ' Reduced Iron', ' Vitamin B2 [Riboflavin]', ' Folic Acid'], ' Corn Syrup', ' Fructose', ' Vegetable Oil (Soybean and Palm Oil with TBHQ for Freshness)', ' Sugar', ' Corn Syrup Solids', ' Contains 2% or Less of Vegetable Glycerin', ' Dextrose', ' Gelatin', ' Natural and Artificial Flavors (Contains Milk)', ' Salt', ' DATEM', ' Acetylated Monoglycerides', ' Soy Lecithin', ' BHT for Freshness.']",15
Glutino Breakfast Bars Strawberry Gluten Free ,"[['(Sugar', ' Apple Powder', ' Strawberries', ' Glycerine', ' White Grape Juice Concentrate', ' Water', ' Modified Tapioca Starch', ' Pectin', ' Citric Acid', ' Natural Flavor', ' Black Carrot Juice [Color]', ' Malic Acid', ' Sodium Citrate', ' Tricalcium Phosphate'], ' Potato Starch', ' Fructose', ' Oat Flour', ' Faba Bean Flour', ' Tapioca Starch', ' Canola Oil', ' Water', ' Inulin', ' Pear Juice Concentrate', ' Glycerine', ' Oat Bran', ' Baking Soda', ' Cinnamon Caramelized Sugar', ' Guar Gum', ' Xanthan Gum.']",16
KIND Bar Caramel Almond & Sea Salt ,"['Almonds', ' Chicory Root Fiber', ' Honey', ' Glucose Syrup', ' Palm Kernel Oil', ' Sugar', ' Rice Flour', ' Milk Powder', ' Sea Salt', ' Carob Powder', ' Soy Lecithin', ' Natural Flavor', ' Annatto.']",13
Natures Bakery Fig Bar Strawberry ,"['Whole Wheat Flour', ' Cane Sugar', ' Fig Paste', ' Brown Rice Syrup', ['(Naturally Milled Sugar', ' Cane Sugar', ' Strawberry Puree', ' Rice Starch', ' Glycerin', ' Apple Powder', ' Natural Flavor', ' Citric Acid', ' Pectin', ' Locust Bean Gum'], ' Canola Oil', ' Whole Grain Oats', ' Glycerin', ' Fruit Juice (for Color)', ' Sea Salt', ' Natural Flavor', ' Citric Acid', ' Baking Soda.']",13
Natures Bakery Fig Bar Gluten Free Blueberry ,"['Brown Rice Syrup', ' Fig Paste', ['(Tapioca Starch', ' Rice Flour'], ['(Cane Sugar', ' Naturally Milled Sugar', ' Rice Starch', ' Glycerin', ' Blueberries', ' Apple Powder', ' Natural Flavors', ' Pectin', ' Citric Acid', ' Locust Bean Gum'], ' Canola Oil', ['(Amaranth', ' Quinoa', ' Millet', ' Sorghum', ' Teff'], ['(Rice Flour', ' Rice Bran'], ' Cane Sugar', ' Date Paste', ' Gluten Free Rolled Oats', ' Glycerin', ' Flaxseed', ['(Monocalcium Phosphate', ' Baking Soda'], ' Sea Salt', ' Xanthan Gum', ' Natural Flavor', ' Citric Acid.']",17
KIND Bar Dark Chocolate Nuts & Sea Salt ,"['Almonds', ' Peanuts', ' Chicory Root Fiber', ' Honey', ' Palm Kernel Oil', ' Sugar', ' Glucose Syrup', ' Rice Flour', ' Unsweetened Chocolate', ' Alkalized Cocoa', ' Sea Salt', ' Soy Lecithin', ' Natural Flavor', ' Cocoa Butter.']",14
Nv Crispy Creamy Wafer Bar Pb 5ct ,"[['(Peanuts', ' Salt'], ' Sugar', ' Palm and Palm Kernel Oil', ' Whole Grain Wheat Flour', ' Peanut Flour', ' Whole Grain Oats', ' Corn Starch', ' Honey', ' Salt', ' Natural Flavor', ' Baking Soda', ' Nonfat Dry Milk', ' Soy Lecithin.']",13
Natures Bakery Fig Bar Stone Ground Whole Wheat Apple Cinnamon ,"['Whole Wheat Flour', ' Cane Sugar', ' Fig Paste', ' Brown Rice Syrup', ['(Cane Sugar', ' Naturally Milled Sugar', ' Rice Starch', ' Apple Powder', ' Evaporated Apples', ' Glycerin', ' Natural Flavor', ' Pectin', ' Citric Acid', ' Cinnamon', ' Locust Bean Gum'], ' Canola Oil', ' Whole Grain Oats', ' Glycerin', ' Fruit Juice (for Color)', ' Sea Salt', ' Natural Flavor', ' Citric Acid', ' Baking Soda.']",13
Natures Bakery Fig Bar Stone Ground Whole Wheat Original Fig ,"['Whole Wheat Flour', ' Cane Sugar', ' Fig Paste', ' Brown Rice Syrup', ' Canola Oil', ' Whole Grain Oats', ' Glycerin', ' Fruit Juice (for Color)', ' Sea Salt', ' Citric Acid', ' Baking Soda.']",11
Enjoy Life Breakfast Ovals Soft Baked Fruit & Oat Chocolate Chip Banana ,"[['(Steel Cut Oats', ' Rolled Oats', ' Quick Oat Flakes', ' Oat Flour'], ' Safflower Oil', ' Brown Sugar', ' Sorghum Flour', ['(Sugar', ' Unsweetened Chocolate', ' Cocoa Butter'], ' Date Paste', ' Water', ' Buckwheat Flour', ' Vegetable Glycerin', ' Dried Banana', ' Pureed Banana', ' Natural Flavors', ' Baking Soda', ' Salt', ' Xanthan Gum', ' Cinnamon', ' Vanilla Extract', ' Konjac', ' Rosemary Extract.']",19
Kashi Soft Baked Breakfast Bars Ripe Strawberry 6 Count ,"[['(Pear Juice Concentrate', ' Tapioca Syrup', ' Cane Sugar', ' Apple Powder', ' Strawberry Puree Concentrate', ' Cornstarch', ' Glycerin', ' Natural Flavors', ' Elderberry Juice Concentrate for Color'], ['(Oats', ' Hard Red Wheat Flour', ' Whole Grain Oats', ' Invert Cane Syrup', ' Expeller Pressed Canola Oil', ' Honey', ' Chicory Root Fiber', ' Vegetable Glycerin', ' Tapioca Syrup', ' Leavening (Sodium Acid Pyrophosphate', ' Baking Soda'], ' Soy Lecithin', ' Xanthan Gum', ' Natural Flavors.']",5
Fiber One Baked Bars 90 Calories Cinnamon Coffee Cake ,"['Chicory Root Extract', ' Erythritol', ' Wheat Flour Bleached', ' Sugarcane Fiber', ' Vegetable Glycerin', ' Canola Oil', ' Palm Kernel and Palm Oil', ' Sugar', ' Calcium Caseinate', ' Sorbitol', ' Polydextrose. Contains 2% or Less of: Whey Protein Isolate', ' Egg White', ['(Baking Soda', ' Sodium Aluminum Phosphate'], ' Cinnamon', ' Salt', ' Natural Flavor', ' Whey', ' Soy Lecithin', ' Stevia Leaf Extract', ' Color Added.']",20
Signature Select Bars Protein Chewy Almond Coconut ,"['Isolated Soy Protein', ' Greek Yogurt Coating [Sugar', ' Palm Kernel and/or Palm Oil', ' Dry Nonfat Greek Yogurt (Cultured Skim Milk)', ' Nonfat Dry Milk', ' Milk Protein Concentrate', ' Soy Lecithin', ' Lactic Acid', ' Natural Flavor]', ' Fructooligosaccharides', ' Peanuts', ' Almonds', ' Dried Unsweetened Coconut', ' Corn Syrup', ' Chicory Root Inulin', ' Canola Oil', ' Glycerin', ' Maltodextrin', ' Tapioca Starch', ' Salt', ' Wheat Flakes', ' Ascorbic Acid (Preservative)', ' Rosemary Extract', ' Natural Flavor.']",24
belVita Breakfast Biscuits Chocolate ,"['Whole Grain Wheat Flour', ' Enriched Flour [Wheat Flour', ' Niacin', ' Reduced Iron', ' Thiamine Mononitrate (Vitamin B1)', ' Riboflavin (Vitamin B2)', ' Folic Acid]', ' Sugar', ' Canola Oil', ' Whole Grain Rolled Oats', ['(Sugar', ' Chocolate', ' Dextrose', ' Cocoa Butter', ' Soy Lecithin', ' Vanilla Extract'], ' Whole Grain Rye Flour', ' Cocoa', ' Baking Soda', ' Disodium Pyrophosphate', ' Salt', ' Soy Lecithin', ' DATEM', ' Natural Flavor', ' Ferric Orthophosphate (Iron)', ' Niacinamide', ' Pyridoxine Hydrochloride (Vitamin B6)', ' Riboflavin (Vitamin B2)', ' Thiamin Mononitrate (Vitamin B1).']",24
Natures Bakery Oatmeal Crumble Apple ,"[['(Wheat Syrup', ' Apple Puree', ' Glycerin', ' Brown Sugar', ' Pectin', ' Citric Acid', ' Malic Acid', ' Cinnamon', ' Sodium Citrate', ' Tricalcium Citrate', ' Natural Flavors'], ' Whole Wheat Flour', ' Cane Sugar', ' Rolled Oats', ' Date Paste', ' Canola Oil', ' Agave Inulin', ' Brown Rice Syrup', ' Sea Salt', ' Baking Soda', ' Cinnamon.']",11
Nature Valley Biscuits With Coconut Butter ,"['Whole Grain Oats', ' Sugar', ' Coconut Oil', ' Corn Starch', ' Palm Oil', ' Canola Oil', ' Tapioca Syrup', ' Coconut Flour', ' Whole Grain Barley Flakes', ' Toasted Coconut', ' Honey', ' Palm Kernel Oil', ' Salt', ' Baking Soda', ' Cream', ' Natural Flavor.']",16
Power Crunch Kids Snack Protein Chocolate Lava 5 Count Pack ,"[['(Micro Peptides from High-Dh Hydrolyzed Whey Protein [40% Di and Tripeptides]', ' Whey Protein Isolate', ' Milk Protein Isolate'], ' Palm Oil', ' Sugar', ' Palm Kernel Oil', ['(Wheat Flour', ' Malted Barley Flour', ' Niacin', ' Reduced Iron', ' Thiamine Mononitrate', ' Riboflavin', ' Folic Acid'], ' Canola Oil', ' Fructose', ' Cocoa Processed with Alkali', ' Milk', ' Natural Flavors', ' Soy Lecithin', ' Salt', ' Stevia Leaf Extract', ' Baking Soda', ' Ammonium Bicarbonate', ' Monk Fruit.']",16
Rice Krispies Treats Crispy Marshmallow Squares Original with M&MS Minis 8 Count ,"[['(Rice', ' Sugar', ' Salt', ' Malt Flavor', ' Niacinamide', ' Reduced Iron', ' Vitamin B2 [Riboflavin]', ' Folic Acid'], ' Corn Syrup', ' Fructose', ['(Milk Chocolate [Sugar', ' Chocolate', ' Skim Milk', ' Cocoa Butter', ' Lactose', ' Milkfat', ' Soy Lecithin', ' Salt', ' Artificial and Natural Flavors]', ' Sugar', ' Color Added', ' Corn Syrup', ' Dextrin', ' Cornstarch', ' Carnauba Wax', ' Blue 1 Lake', ' Red 40', ' Yellow 6', ' Yellow 5', ' Blue 1', ' Red 40 Lake', ' Yellow 6 Lake', ' Yellow 5 Lake', ' Blue 2 Lake', ' Blue 2'], ' Sugar', ' Corn Syrup Solids', ' Contains 2% or Less of Vegetable Glycerin', ' Dextrose', ' Gelatin', ' Natural and Artificial Flavors', ' Salt', ' DATEM', ' Acetylated Monoglycerides', ' Wheat Starch', ' Soy Lecithin', ' BHT for Freshness.']",16
Signature SELECT Chewy Bars Protein Peanut Almond Dark Chocolate Flavored ,"['Roasted Peanuts', ' Almonds', ' Soy Protein Isolate', ' Chicory Root Extract', ' Sugar', ['(Palm Kernel Oil', ' High Oleic Canola Oil', ' High Oleic Canola Oil', ' Peanut Oil'], ' Whey Protein Concentrate', ' Tapioca Syrup', ' Corn Syrup', ['(Sunflower Kernels', ' Salt', ' Vegetable Oil [Cottonseed Oil and/or Sunflower Oil]'], ' Less than 2% of: Glycerin', ' Rice Starch', ' Cocoa Powder (Processed with Alkali)', ' Toasted Coconut', ' Water', ' Fructose', ' Soy Lecithin', ' Natural Flavor', ' Calcium Carbonate', ' Xanthan Gum', ' Mixed Tocopherols (Antioxidant).']",21
